timestamp,branch,wind_direction,wind_speed,rain_daily,rain_1h,humidity,temperature_chill,temperature,year,month,day,hour,heat_demand
2023-01-01 02:00:00,평택,129.1,1.3,0.0,0.0,83.1,-4.1,-2.5,2023,1,1,2,23.0
2023-01-01 02:00:00,화성,177.1,0.6,0.0,0.0,76.1,-5.0,-1.4,2023,1,1,2,177.0
2023-01-01 02:00:00,광주전남,18.3,0.6,0.0,0.0,96.0,-3.4,-3.4,2023,1,1,2,29.0
2023-01-01 03:00:00,강남,283.6,0.3,0.0,0.0,74.8,0.0,0.0,2023,1,1,3,508.0
2023-01-01 03:00:00,고양,34.7,1.4,0.0,0.0,99.0,-1.0,-0.7,2023,1,1,3,489.0
2023-01-01 03:00:00,광교,360.0,0.0,0.0,0.0,76.6,-2.4,-1.7,2023,1,1,3,97.0
2023-01-01 03:00:00,김해,318.3,0.4,0.0,0.0,64.2,-2.1,-1.5,2023,1,1,3,61.0
2023-01-01 03:00:00,대구,266.4,3.3,0.0,0.0,65.5,-5.9,-1.5,2023,1,1,3,247.0
2023-01-01 03:00:00,동탄,224.6,0.1,0.0,0.0,91.9,-3.9,-6.2,2023,1,1,3,182.0
2023-01-01 03:00:00,분당,360.0,0.0,0.0,0.0,67.8,-0.7,0.8,2023,1,1,3,337.0
2023-01-01 03:00:00,삼송,38.1,0.6,0.0,0.0,76.0,0.0,0.1,2023,1,1,3,136.0
2023-01-01 03:00:00,세종,360.0,0.0,0.0,0.0,80.6,-5.2,-4.3,2023,1,1,3,228.0
2023-01-01 03:00:00,수원,360.0,0.0,0.0,0.0,83.3,-3.5,-4.4,2023,1,1,3,332.0
2023-01-01 03:00:00,양산,247.5,0.8,0.0,0.0,71.8,-1.5,-1.2,2023,1,1,3,81.0
2023-01-01 03:00:00,용인,360.0,0.0,0.0,0.0,83.3,-3.5,-4.4,2023,1,1,3,462.0
2023-01-01 03:00:00,중앙,314.5,1.1,0.0,0.0,75.7,1.5,-0.2,2023,1,1,3,214.0
2023-01-01 03:00:00,청주,360.0,0.0,0.0,0.0,81.5,-5.5,-3.5,2023,1,1,3,181.0
2023-01-01 03:00:00,파주,322.5,0.7,0.0,0.0,87.7,-2.9,-2.5,2023,1,1,3,134.0
2023-01-01 03:00:00,판교,360.0,0.0,0.0,0.0,67.8,-0.7,0.8,2023,1,1,3,87.0
2023-01-01 03:00:00,평택,142.8,1.3,0.0,0.0,83.3,-4.2,-2.5,2023,1,1,3,25.0
2023-01-01 03:00:00,화성,139.4,0.7,0.0,0.0,76.3,-5.3,-1.5,2023,1,1,3,172.0
2023-01-01 03:00:00,광주전남,31.6,1.1,0.0,0.0,95.8,-3.6,-3.7,2023,1,1,3,29.0
2023-01-01 04:00:00,강남,288.1,0.4,0.0,0.0,74.7,0.2,0.5,2023,1,1,4,496.0
2023-01-01 04:00:00,고양,280.6,0.8,0.0,0.0,99.0,-1.2,-1.1,2023,1,1,4,485.0
2023-01-01 04:00:00,광교,283.0,0.1,0.0,0.0,75.9,-2.5,-1.7,2023,1,1,4,90.0
2023-01-01 04:00:00,김해,321.4,0.2,0.0,0.0,63.0,-3.4,-1.5,2023,1,1,4,59.0
2023-01-01 04:00:00,대구,295.8,2.0,0.0,0.0,69.9,-6.4,-3.0,2023,1,1,4,239.0
2023-01-01 04:00:00,동탄,251.9,0.1,0.0,0.0,94.0,-4.1,-6.4,2023,1,1,4,176.0
2023-01-01 04:00:00,분당,215.9,0.1,0.0,0.0,69.1,-0.5,0.8,2023,1,1,4,321.0
2023-01-01 04:00:00,삼송,28.1,0.8,0.0,0.0,76.2,0.2,0.2,2023,1,1,4,127.0
2023-01-01 04:00:00,세종,360.0,0.0,0.0,0.0,82.1,-5.3,-4.3,2023,1,1,4,223.0
2023-01-01 04:00:00,수원,360.0,0.0,0.0,0.0,83.1,-3.3,-3.5,2023,1,1,4,318.0
2023-01-01 04:00:00,양산,257.7,1.5,0.0,0.0,69.9,-1.6,-0.5,2023,1,1,4,84.0
2023-01-01 04:00:00,용인,360.0,0.0,0.0,0.0,83.1,-3.3,-3.5,2023,1,1,4,458.0
2023-01-01 04:00:00,중앙,319.8,2.1,0.0,0.0,70.7,-0.2,0.6,2023,1,1,4,214.0
2023-01-01 04:00:00,청주,360.0,0.0,0.0,0.0,80.4,-5.6,-3.5,2023,1,1,4,180.0
2023-01-01 04:00:00,파주,299.4,0.2,0.0,0.0,91.9,-3.6,-3.3,2023,1,1,4,131.0
2023-01-01 04:00:00,판교,215.9,0.1,0.0,0.0,69.1,-0.5,0.8,2023,1,1,4,82.0
2023-01-01 04:00:00,평택,164.6,1.6,0.0,0.0,83.3,-4.6,-2.6,2023,1,1,4,23.0
2023-01-01 04:00:00,화성,160.9,0.6,0.0,0.0,77.0,-5.2,-1.4,2023,1,1,4,167.0
2023-01-01 04:00:00,광주전남,48.4,0.9,0.0,0.0,96.6,-4.1,-4.5,2023,1,1,4,30.0
2023-01-01 05:00:00,강남,307.8,1.2,0.0,0.0,59.4,-0.2,2.0,2023,1,1,5,471.0
2023-01-01 05:00:00,고양,340.5,1.0,0.0,0.0,75.4,-1.6,-0.1,2023,1,1,5,477.0
2023-01-01 05:00:00,광교,360.0,0.0,0.0,0.0,78.1,-2.6,-1.9,2023,1,1,5,91.0
2023-01-01 05:00:00,김해,320.9,0.3,0.0,0.0,61.1,-4.1,-1.1,2023,1,1,5,61.0
2023-01-01 05:00:00,대구,229.3,0.8,0.0,0.0,79.5,-6.7,-3.8,2023,1,1,5,220.0
2023-01-01 05:00:00,동탄,285.0,0.2,0.0,0.0,91.2,-4.3,-6.0,2023,1,1,5,169.0
2023-01-01 05:00:00,분당,268.6,0.1,0.0,0.0,71.8,-0.3,0.8,2023,1,1,5,308.0
2023-01-01 05:00:00,삼송,15.3,0.9,0.0,0.0,68.3,-0.6,-0.6,2023,1,1,5,129.0
2023-01-01 05:00:00,세종,359.2,0.6,0.0,0.0,81.6,-5.8,-5.1,2023,1,1,5,216.0
2023-01-01 05:00:00,수원,146.6,0.2,0.0,0.0,84.8,-3.2,-3.8,2023,1,1,5,317.0
2023-01-01 05:00:00,양산,217.0,1.9,0.0,0.0,73.1,-2.5,-1.4,2023,1,1,5,82.0
2023-01-01 05:00:00,용인,146.6,0.2,0.0,0.0,84.8,-3.2,-3.8,2023,1,1,5,443.0
2023-01-01 05:00:00,중앙,112.8,2.3,0.0,0.0,60.6,0.8,-0.2,2023,1,1,5,216.0
2023-01-01 05:00:00,청주,360.0,0.0,0.0,0.0,80.7,-5.8,-3.8,2023,1,1,5,176.0
2023-01-01 05:00:00,파주,78.0,0.1,0.0,0.0,93.0,-4.5,-4.0,2023,1,1,5,129.0
2023-01-01 05:00:00,판교,268.6,0.1,0.0,0.0,71.8,-0.3,0.8,2023,1,1,5,83.0
2023-01-01 05:00:00,평택,328.6,1.7,0.0,0.0,86.8,-4.6,-4.1,2023,1,1,5,23.0
2023-01-01 05:00:00,화성,178.3,0.1,0.0,0.0,84.1,-4.9,-2.7,2023,1,1,5,166.0
2023-01-01 05:00:00,광주전남,49.6,1.4,0.0,0.0,95.9,-4.3,-4.4,2023,1,1,5,28.0
2023-01-01 06:00:00,강남,275.5,1.4,0.0,0.0,49.0,0.0,0.8,2023,1,1,6,473.0
2023-01-01 06:00:00,고양,49.3,0.4,0.0,0.0,73.2,-3.5,-2.0,2023,1,1,6,472.0
2023-01-01 06:00:00,광교,360.0,0.0,0.0,0.0,79.7,-2.4,-1.9,2023,1,1,6,95.0
2023-01-01 06:00:00,김해,320.4,0.5,0.0,0.0,61.4,-4.4,-1.1,2023,1,1,6,62.0
2023-01-01 06:00:00,대구,220.7,1.4,0.0,0.0,79.2,-7.0,-3.7,2023,1,1,6,213.0
2023-01-01 06:00:00,동탄,360.0,0.0,0.0,0.0,94.5,-4.2,-5.7,2023,1,1,6,166.0
2023-01-01 06:00:00,분당,318.8,1.8,0.0,0.0,56.3,-0.5,1.8,2023,1,1,6,300.0
2023-01-01 06:00:00,삼송,350.6,1.0,0.0,0.0,73.9,-2.7,-2.0,2023,1,1,6,120.0
2023-01-01 06:00:00,세종,338.0,0.4,0.0,0.0,85.4,-6.0,-5.6,2023,1,1,6,219.0
2023-01-01 06:00:00,수원,143.3,0.1,0.0,0.0,84.6,-2.9,-3.8,2023,1,1,6,307.0
2023-01-01 06:00:00,양산,215.0,1.4,0.0,0.0,73.7,-2.6,-1.2,2023,1,1,6,81.0
2023-01-01 06:00:00,용인,143.3,0.1,0.0,0.0,84.6,-2.9,-3.8,2023,1,1,6,437.0
2023-01-01 06:00:00,중앙,111.0,1.3,0.0,0.0,65.6,-0.5,-1.6,2023,1,1,6,216.0
2023-01-01 06:00:00,청주,360.0,0.0,0.0,0.0,81.5,-6.0,-4.4,2023,1,1,6,174.0
2023-01-01 06:00:00,파주,67.5,1.1,0.0,0.0,94.8,-6.1,-5.5,2023,1,1,6,127.0
2023-01-01 06:00:00,판교,318.8,1.8,0.0,0.0,56.3,-0.5,1.8,2023,1,1,6,80.0
2023-01-01 06:00:00,평택,360.0,0.0,0.0,0.0,88.4,-5.0,-4.7,2023,1,1,6,24.0
2023-01-01 06:00:00,화성,307.8,0.2,0.0,0.0,84.3,-4.9,-2.7,2023,1,1,6,163.0
2023-01-01 06:00:00,광주전남,49.8,0.1,0.0,0.0,96.5,-4.4,-4.1,2023,1,1,6,33.0
2023-01-01 07:00:00,강남,334.8,0.6,0.0,0.0,59.4,-1.9,-1.2,2023,1,1,7,525.0
2023-01-01 07:00:00,고양,45.1,0.6,0.0,0.0,93.2,-5.4,-4.1,2023,1,1,7,476.0
2023-01-01 07:00:00,광교,295.6,0.2,0.0,0.0,72.1,-3.0,-2.0,2023,1,1,7,97.0
2023-01-01 07:00:00,김해,319.4,0.2,0.0,0.0,66.6,-5.0,-2.0,2023,1,1,7,52.0
2023-01-01 07:00:00,대구,255.3,2.6,0.0,0.0,73.7,-7.0,-3.1,2023,1,1,7,221.0
2023-01-01 07:00:00,동탄,360.0,0.0,0.0,0.0,94.5,-4.4,-6.0,2023,1,1,7,160.0
2023-01-01 07:00:00,분당,265.3,0.8,0.0,0.0,57.6,-2.1,0.4,2023,1,1,7,310.0
2023-01-01 07:00:00,삼송,261.6,0.1,0.0,0.0,82.3,-3.9,-3.7,2023,1,1,7,125.0
2023-01-01 07:00:00,세종,360.0,0.0,0.0,0.0,83.4,-5.6,-4.8,2023,1,1,7,216.0
2023-01-01 07:00:00,수원,360.0,0.0,0.0,0.0,86.0,-3.6,-4.6,2023,1,1,7,304.0
2023-01-01 07:00:00,양산,218.6,2.5,0.0,0.0,74.5,-5.1,-1.5,2023,1,1,7,83.0
2023-01-01 07:00:00,용인,360.0,0.0,0.0,0.0,86.0,-3.6,-4.6,2023,1,1,7,439.0
2023-01-01 07:00:00,중앙,325.3,0.5,0.0,0.0,72.5,-1.6,-2.7,2023,1,1,7,222.0
2023-01-01 07:00:00,청주,314.9,0.3,0.0,0.0,80.3,-5.5,-4.1,2023,1,1,7,175.0
2023-01-01 07:00:00,파주,275.1,0.1,0.0,0.0,92.1,-7.1,-6.9,2023,1,1,7,131.0
2023-01-01 07:00:00,판교,265.3,0.8,0.0,0.0,57.6,-2.1,0.4,2023,1,1,7,80.0
2023-01-01 07:00:00,평택,360.0,0.0,0.0,0.0,90.3,-4.9,-4.7,2023,1,1,7,24.0
2023-01-01 07:00:00,화성,293.9,0.4,0.0,0.0,85.5,-5.5,-3.2,2023,1,1,7,157.0
2023-01-01 07:00:00,광주전남,50.3,0.6,0.0,0.0,95.3,-3.9,-3.9,2023,1,1,7,33.0
2023-01-01 08:00:00,강남,269.1,0.9,0.0,0.0,65.8,-2.6,-1.6,2023,1,1,8,545.0
2023-01-01 08:00:00,고양,356.9,0.2,0.0,0.0,99.0,-5.8,-4.5,2023,1,1,8,496.0
2023-01-01 08:00:00,광교,250.4,0.2,0.0,0.0,69.1,-3.5,-2.1,2023,1,1,8,93.0
2023-01-01 08:00:00,김해,318.7,0.4,0.0,0.0,67.3,-4.9,-2.0,2023,1,1,8,57.0
2023-01-01 08:00:00,대구,248.9,1.4,0.0,0.0,75.6,-7.0,-3.3,2023,1,1,8,217.0
2023-01-01 08:00:00,동탄,360.0,0.0,0.0,0.0,92.1,-4.8,-6.8,2023,1,1,8,171.0
2023-01-01 08:00:00,분당,360.0,0.0,0.0,0.0,65.4,-3.5,-1.1,2023,1,1,8,323.0
2023-01-01 08:00:00,삼송,43.9,0.9,0.0,0.0,79.5,-4.2,-3.3,2023,1,1,8,128.0
2023-01-01 08:00:00,세종,82.6,0.7,0.0,0.0,84.4,-5.5,-5.0,2023,1,1,8,215.0
2023-01-01 08:00:00,수원,83.1,0.1,0.0,0.0,88.8,-4.1,-5.0,2023,1,1,8,303.0
2023-01-01 08:00:00,양산,201.1,1.8,0.0,0.0,73.5,-3.1,-1.3,2023,1,1,8,83.0
2023-01-01 08:00:00,용인,83.1,0.1,0.0,0.0,88.8,-4.1,-5.0,2023,1,1,8,458.0
2023-01-01 08:00:00,중앙,334.9,0.6,0.0,0.0,74.5,-1.9,-3.1,2023,1,1,8,221.0
2023-01-01 08:00:00,청주,360.0,0.0,0.0,0.0,80.5,-4.7,-3.2,2023,1,1,8,173.0
2023-01-01 08:00:00,파주,277.6,0.3,0.0,0.0,93.0,-8.1,-7.7,2023,1,1,8,134.0
2023-01-01 08:00:00,판교,360.0,0.0,0.0,0.0,65.4,-3.5,-1.1,2023,1,1,8,92.0
2023-01-01 08:00:00,평택,326.1,0.1,0.0,0.0,89.6,-5.1,-4.9,2023,1,1,8,24.0
2023-01-01 08:00:00,화성,340.3,0.4,0.0,0.0,86.5,-6.1,-3.4,2023,1,1,8,160.0
2023-01-01 08:00:00,광주전남,360.0,0.0,0.0,0.0,96.9,-4.8,-4.9,2023,1,1,8,34.0
2023-01-01 09:00:00,강남,276.7,1.2,0.0,0.0,61.2,-1.4,-0.1,2023,1,1,9,585.0
2023-01-01 09:00:00,고양,92.6,1.1,0.0,0.0,95.4,-4.2,-3.3,2023,1,1,9,523.0
2023-01-01 09:00:00,광교,360.0,0.0,0.0,0.0,62.8,-2.3,-1.4,2023,1,1,9,94.0
2023-01-01 09:00:00,김해,318.0,1.2,0.0,0.0,57.8,-1.8,0.9,2023,1,1,9,57.0
2023-01-01 09:00:00,대구,218.3,1.8,0.0,0.0,73.3,-4.9,-2.2,2023,1,1,9,211.0
2023-01-01 09:00:00,동탄,101.4,0.1,0.0,0.0,97.2,-3.1,-5.1,2023,1,1,9,174.0
2023-01-01 09:00:00,분당,107.9,0.1,0.0,0.0,66.2,-2.3,-0.2,2023,1,1,9,351.0
2023-01-01 09:00:00,삼송,99.1,0.2,0.0,0.0,80.8,-3.4,-3.4,2023,1,1,9,144.0
2023-01-01 09:00:00,세종,298.3,0.2,0.0,0.0,82.2,-4.5,-4.3,2023,1,1,9,232.0
2023-01-01 09:00:00,수원,123.8,0.3,0.0,0.0,85.6,-2.8,-3.5,2023,1,1,9,335.0
2023-01-01 09:00:00,양산,213.0,2.4,0.0,0.0,70.5,-2.9,-0.2,2023,1,1,9,86.0
2023-01-01 09:00:00,용인,123.8,0.3,0.0,0.0,85.6,-2.8,-3.5,2023,1,1,9,478.0
2023-01-01 09:00:00,중앙,315.3,1.3,0.0,0.0,73.0,-3.4,-2.6,2023,1,1,9,221.0
2023-01-01 09:00:00,청주,360.0,0.0,0.0,0.0,77.2,-3.9,-2.6,2023,1,1,9,173.0
2023-01-01 09:00:00,파주,73.8,0.9,0.0,0.0,91.6,-5.7,-5.3,2023,1,1,9,138.0
2023-01-01 09:00:00,판교,107.9,0.1,0.0,0.0,66.2,-2.3,-0.2,2023,1,1,9,99.0
2023-01-01 09:00:00,평택,122.2,0.3,0.0,0.0,88.7,-3.5,-2.7,2023,1,1,9,26.0
2023-01-01 09:00:00,화성,70.5,0.1,0.0,0.0,77.3,-4.4,-1.4,2023,1,1,9,172.0
2023-01-01 09:00:00,광주전남,360.0,0.0,0.0,0.0,95.4,-3.5,-3.6,2023,1,1,9,35.0
2023-01-01 10:00:00,강남,277.6,1.6,0.0,0.0,51.5,0.7,1.6,2023,1,1,10,588.0
2023-01-01 10:00:00,고양,147.2,0.3,0.0,0.0,69.3,-1.2,-0.3,2023,1,1,10,477.0
2023-01-01 10:00:00,광교,80.6,0.2,0.0,0.0,53.8,0.3,0.5,2023,1,1,10,93.0
2023-01-01 10:00:00,김해,315.7,2.1,0.0,0.0,52.4,0.3,2.3,2023,1,1,10,50.0
2023-01-01 10:00:00,대구,243.3,1.5,0.0,0.0,62.8,-2.1,0.4,2023,1,1,10,200.0
2023-01-01 10:00:00,동탄,144.7,0.2,0.0,0.0,86.1,0.0,-0.8,2023,1,1,10,155.0
2023-01-01 10:00:00,분당,118.8,0.1,0.0,0.0,49.6,0.9,2.2,2023,1,1,10,353.0
2023-01-01 10:00:00,삼송,2.4,0.8,0.0,0.0,66.9,-0.6,-1.2,2023,1,1,10,135.0
2023-01-01 10:00:00,세종,334.5,0.3,0.0,0.0,72.2,-1.9,-1.2,2023,1,1,10,222.0
2023-01-01 10:00:00,수원,154.7,1.2,0.0,0.0,65.5,0.0,0.4,2023,1,1,10,319.0
2023-01-01 10:00:00,양산,235.4,2.2,0.0,0.0,62.0,0.1,2.2,2023,1,1,10,79.0
2023-01-01 10:00:00,용인,154.7,1.2,0.0,0.0,65.5,0.0,0.4,2023,1,1,10,453.0
2023-01-01 10:00:00,중앙,320.5,1.9,0.0,0.0,58.5,-1.9,-0.9,2023,1,1,10,214.0
2023-01-01 10:00:00,청주,360.0,0.0,0.0,0.0,73.6,-2.4,-1.5,2023,1,1,10,168.0
2023-01-01 10:00:00,파주,88.3,1.0,0.0,0.0,80.8,-2.2,-1.9,2023,1,1,10,132.0
2023-01-01 10:00:00,판교,118.8,0.1,0.0,0.0,49.6,0.9,2.2,2023,1,1,10,92.0
2023-01-01 10:00:00,평택,288.9,0.1,0.0,0.0,79.3,0.5,1.7,2023,1,1,10,22.0
2023-01-01 10:00:00,화성,354.5,0.6,0.0,0.0,60.1,-0.4,0.5,2023,1,1,10,161.0
2023-01-01 10:00:00,광주전남,65.7,0.3,0.0,0.0,90.2,-1.4,-1.6,2023,1,1,10,28.0
2023-01-01 11:00:00,강남,276.5,2.0,0.0,0.0,48.4,-0.2,1.9,2023,1,1,11,563.0
2023-01-01 11:00:00,고양,351.2,2.5,0.0,0.0,55.1,-1.4,0.3,2023,1,1,11,446.0
2023-01-01 11:00:00,광교,219.3,0.8,0.0,0.0,46.9,1.8,1.5,2023,1,1,11,91.0
2023-01-01 11:00:00,김해,321.4,2.1,0.0,0.0,48.0,3.1,4.1,2023,1,1,11,46.0
2023-01-01 11:00:00,대구,217.4,1.3,0.0,0.0,51.6,1.7,3.6,2023,1,1,11,166.0
2023-01-01 11:00:00,동탄,348.2,2.0,0.0,0.0,46.0,2.3,3.0,2023,1,1,11,147.0
2023-01-01 11:00:00,분당,345.6,1.7,0.0,0.0,37.5,1.2,2.9,2023,1,1,11,334.0
2023-01-01 11:00:00,삼송,314.6,1.9,0.0,0.0,53.2,0.8,0.9,2023,1,1,11,123.0
2023-01-01 11:00:00,세종,54.7,0.5,0.0,0.0,61.8,0.9,0.9,2023,1,1,11,188.0
2023-01-01 11:00:00,수원,152.5,0.8,0.0,0.0,48.6,1.8,2.3,2023,1,1,11,291.0
2023-01-01 11:00:00,양산,224.9,1.9,0.0,0.0,52.0,4.7,5.1,2023,1,1,11,72.0
2023-01-01 11:00:00,용인,152.5,0.8,0.0,0.0,48.6,1.8,2.3,2023,1,1,11,405.0
2023-01-01 11:00:00,중앙,301.7,2.5,0.0,0.0,52.3,-1.5,0.1,2023,1,1,11,203.0
2023-01-01 11:00:00,청주,268.5,0.1,0.0,0.0,60.6,1.5,2.3,2023,1,1,11,152.0
2023-01-01 11:00:00,파주,251.3,2.9,0.0,0.0,63.4,-2.7,-0.4,2023,1,1,11,122.0
2023-01-01 11:00:00,판교,345.6,1.7,0.0,0.0,37.5,1.2,2.9,2023,1,1,11,85.0
2023-01-01 11:00:00,평택,296.1,1.7,0.0,0.0,56.2,1.0,3.1,2023,1,1,11,21.0
2023-01-01 11:00:00,화성,328.6,1.7,0.0,0.0,47.7,1.0,1.9,2023,1,1,11,141.0
2023-01-01 11:00:00,광주전남,53.4,1.4,0.0,0.0,83.3,0.6,0.5,2023,1,1,11,19.0
2023-01-01 12:00:00,강남,286.0,1.5,0.0,0.0,43.4,2.7,3.1,2023,1,1,12,503.0
2023-01-01 12:00:00,고양,315.9,3.3,0.0,0.0,49.8,-0.6,1.2,2023,1,1,12,417.0
2023-01-01 12:00:00,광교,233.5,0.5,0.0,0.0,38.1,2.9,2.8,2023,1,1,12,91.0
2023-01-01 12:00:00,김해,319.9,2.3,0.0,0.0,44.4,4.4,5.4,2023,1,1,12,44.0
2023-01-01 12:00:00,대구,299.9,3.3,0.0,0.0,47.1,5.1,5.8,2023,1,1,12,143.0
2023-01-01 12:00:00,동탄,296.0,2.8,0.0,0.0,39.7,1.6,3.5,2023,1,1,12,133.0
2023-01-01 12:00:00,분당,358.0,1.6,0.0,0.0,32.0,3.5,3.9,2023,1,1,12,325.0
2023-01-01 12:00:00,삼송,347.0,1.6,0.0,0.0,38.1,1.7,2.3,2023,1,1,12,108.0
